8.836087271769054e-51,2.002255656396856e-48,4.118697215030973e-46,7.708147086296873e-44,1.3152848416927844e-41,2.0503774239471457e-39,2.925644197181674e-37,3.8280910590307874e-35,4.6015495294095506e-33,5.090835090135095e-31,5.193697811835552e-29,4.895478868107468e-27,4.274040437476403e-25,3.466264461510966e-23,2.6206039657881016e-21,1.8606713094044177e-19,1.2413817474286124e-17,7.838458957841955e-16,4.7147839205298776e-14,2.7215902026252213e-12,1.5195194056635062e-10,8.249983114545067e-09,4.3855804355805297e-07,2.291965715527278e-05,0.001175542949520499
9.484111284354347e-51,2.137714149351709e-48,4.375400920453548e-46,8.150364440546386e-44,1.384643127511627e-41,2.1496088210252173e-39,3.0553486035519094e-37,3.9832269284143077e-35,4.7716978571556176e-33,5.2623964322945805e-31,5.352122330096386e-29,5.031226492181941e-27,4.382232634808801e-25,3.5471558230258137e-23,2.6780008733808086e-21,1.8995927658848022e-19,1.2671606644514671e-17,8.006675523879186e-16,4.8238488423666034e-14,2.7918786827178492e-12,1.5644253078609404e-10,8.534013770236387e-09,4.5617778947669863e-07,2.3979410320946266e-05,0.0012366910193972727
1.0109368075411255e-50,2.2676521460116375e-48,4.6204159041179824e-46,8.570432182063405e-44,1.4502399183932147e-41,2.243068949876509e-39,3.1770329834347413e-37,4.1282776849152805e-35,4.930397356833017e-33,5.420948290625141e-31,5.498574349876241e-29,5.156394696286109e-27,4.481870964870141e-25,3.621739147078232e-23,2.731051586032744e-21,1.9357585328555925e-19,1.2913237773063886e-17,8.166221888617425e-16,4.9284411506194455e-14,2.8599513952881467e-12,1.6085233892476216e-10,8.81563162420532e-09,4.7380731304754727e-07,2.5042452872350377e-05,0.0012982859551784558
1.071153711718354e-50,2.3921683598074965e-48,4.854178865716866e-46,8.969502969957054e-44,1.5123130207758556e-41,2.3311831134757782e-39,3.29138539488589e-37,4.264317928990129e-35,5.07785329326644e-33,5.568304331255597e-31,5.634278998487443e-29,5.272130879370581e-27,4.573963522580305e-25,3.6907771873049106e-23,2.7800976914455527e-21,1.969508903243454e-19,1.3140848941975049e-17,8.318225352735418e-16,5.0288973304189575e-14,2.9262848077378124e-12,1.651945076354013e-10,9.095558834527517e-09,4.913563636145945e-07,2.6110470216368483e-05,0.001360426123187097
1.1290785390643914e-50,2.511459033146748e-48,5.0771803708156076e-46,9.348772933770446e-44,1.5710999005717573e-41,2.414372640310536e-39,3.399121219415602e-37,4.391391561130921e-35,5.2156094259224005e-33,5.7055332006815385e-31,5.760322080024998e-29,5.379465466735833e-27,4.659456363242135e-25,3.754565541032948e-23,2.825755511785511e-21,2.0011379237186668e-19,1.335641416495507e-17,8.462931234031681e-16,5.126017040333513e-14,2.9911208165440266e-12,1.6948100269043547e-10,9.374367032113252e-09,5.089275211638127e-07,2.7183958748692694e-05,0.0014233297065227855
1.1847818259919775e-50,2.6256960456178312e-48,5.289965402115314e-46,9.70945342030273e-44,1.6268370692820454e-41,2.493073550228908e-39,3.500395505536568e-37,4.510669792257207e-35,5.344530476725948e-33,5.833588946982138e-31,5.87768262066731e-29,5.479361609411513e-27,4.738534271201268e-25,3.8139141412104387e-23,2.8684080216846742e-21,2.030908264815248e-19,1.3560653398660359e-17,8.60176304196647e-16,5.220218600910907e-14,3.0546770372753308e-12,1.7372406997110897e-10,9.650966265832412e-09,5.265297481561321e-07,2.826428313076735e-05,0.0014856726004085902
1.2383212477965165e-50,2.7351055906150368e-48,5.493095753322564e-46,1.0052758548774452e-43,1.6797677165843987e-41,2.5675022209129104e-39,3.595803465575953e-37,4.6228230530599894e-35,5.4653936664397265e-33,5.953335005848777e-31,5.987272697223974e-29,5.572235481866263e-27,4.812177576070673e-25,3.869295590035254e-23,2.9083897107348083e-21,2.059067963887065e-19,1.375475165090036e-17,8.735403653360432e-16,5.311874290172907e-14,3.117167107443126e-12,1.7793204040822887e-10,9.926943962606972e-09,5.441748322937163e-07,2.9354723177598647e-05,0.0015485625915503823
1.2897777082324868e-50,2.8399229760175034e-48,5.6871395382898735e-46,1.0379929124637882e-43,1.7301058252355358e-41,2.63784528443706e-39,3.685907558367868e-37,4.728437577180181e-35,5.578904898464959e-33,6.065573667664306e-31,6.089721159975545e-29,5.658787133208697e-27,4.880937614477622e-25,3.9211244301763786e-23,2.946000129002211e-21,2.0856463212309571e-19,1.3940282472223443e-17,8.864454378205118e-16,5.4013372620457984e-14,3.1788247170983777e-12,1.8208868431668155e-10,1.0202514944076658e-08,5.618830730667677e-07,3.044141120540573e-05,0.0016119402463605965
1.339239367954981e-50,2.940389360812613e-48,5.872675285804901e-46,1.0692305751789746e-43,1.7778183247706965e-41,2.7045487640742634e-39,3.771116591437915e-37,4.828047676164428e-35,5.6857187751990866e-33,6.171081329243993e-31,6.185363495826044e-29,5.739752695925088e-27,4.945293224332347e-25,3.9697707382503413e-23,2.9815188557605127e-21,2.110853889265573e-19,1.4118164298775165e-17,8.989467437651867e-16,5.488976204820632e-14,3.2392886488520365e-12,1.8622020233683185e-10,1.0477911816191013e-08,5.796934328296177e-07,3.153150500065141e-05,0.0016759479841277792
1.3867984318836603e-50,3.036750586472996e-48,6.050314619234716e-46,1.0989859203121804e-43,1.8232317361018707e-41,2.767875788916638e-39,3.851804530170396e-37,4.922148132008449e-35,5.7864636047894234e-33,6.269821527888771e-31,6.275084961924045e-29,5.815646025651076e-27,5.005671843783033e-25,4.015574811215821e-23,3.015143251801757e-21,2.1348738833010064e-19,1.4289215968693976e-17,9.110986178641907e-16,5.574584239979038e-14,3.2990512701596833e-12,1.9033076749578e-10,1.0753442153352007e-08,5.975138823753103e-07,3.262854819382017e-05,0.0017411696680857734
1.4325496259283162e-50,3.129262382572323e-48,6.2205555026713084e-46,1.1273712546464196e-43,1.866502067866331e-41,2.8280680383576613e-39,3.928317428505742e-37,5.011209748310018e-35,5.881408947185603e-33,6.3627607003237485e-31,6.359396618655401e-29,5.886926765774902e-27,5.062463026550591e-25,4.0588635640838033e-23,3.0468514193653982e-21,2.1578242059326293e-19,1.4454196035413602e-17,9.229455111088881e-16,5.658457921101274e-14,3.3581975633244706e-12,1.9442454073899569e-10,1.1029586652693307e-08,6.15290617131668e-07,3.373273239183477e-05,0.0018042774914125918
1.4765906860321312e-50,3.218204247560139e-48,6.3831704635740866e-46,1.154506686206758e-43,1.9077732838555665e-41,2.8853492030961655e-39,4.000982192227244e-37,5.095671799283322e-35,5.970905877006442e-33,6.450369097218436e-31,6.438757169675298e-29,5.9540120166701005e-27,5.1160332864123645e-25,4.099667298028461e-23,3.07699770704371e-21,2.179810611538482e-19,1.461385035939187e-17,9.344224543070832e-16,5.740971551711385e-14,3.416807333905356e-12,1.9850623405985428e-10,1.1306682388322992e-08,6.331517278505157e-07,3.484685162732221e-05,0.0018688097086555922
1.5190253882573183e-50,3.3036171068867397e-48,6.539097655646394e-46,1.1804710804380018e-43,1.9471788193210667e-41,2.939929421371005e-39,4.070117646101624e-37,5.175440406263053e-35,6.05555860557696e-33,6.533070547541866e-31,6.513582412505358e-29,6.017288920730413e-27,5.166742670603631e-25,4.138212810727482e-23,3.1057252910601235e-21,2.2009308904264476e-19,1.4768969238867366e-17,9.456411093181095e-16,5.822267983575763e-14,3.4749608910323767e-12,2.0258205851989046e-10,1.158137857501593e-08,6.510931015454329e-07,3.5978847226724506e-05,0.001933783242599196
1.5599701311583541e-50,3.385585781922556e-48,6.688733251391452e-46,1.2053377396632923e-43,1.9848435755316943e-41,2.992010918991367e-39,4.135862402447316e-37,5.251155079767113e-35,6.135729119782223e-33,6.6112496287030915e-31,6.584255235599368e-29,6.07712857595976e-27,5.21437291596386e-25,4.1748115690356956e-23,3.1331624027456197e-21,2.2212798420395777e-19,1.4918255632525573e-17,9.566254896078227e-16,5.902482729396234e-14,3.532748435091583e-12,2.0666110224947813e-10,1.1856845952327567e-08,6.691265907865299e-07,3.7077484958139846e-05,0.001999490129656184
1.5993704943949775e-50,3.4644594566815804e-48,6.8324470699453435e-46,1.2291751849894174e-43,2.0208864862200995e-41,3.041795138481124e-39,4.198326662328138e-37,5.323101269011208e-35,6.211746645086432e-33,6.685259101993764e-31,6.651136521527003e-29,6.1337657322816616e-27,5.25950426375893e-25,4.209630440480696e-23,3.1594258408597296e-21,2.2409552013585223e-19,1.5063499987420294e-17,9.673976596627974e-16,5.981753423663081e-14,3.590283693005229e-12,2.107156083807729e-10,1.2133022403756261e-08,6.872945599761318e-07,3.819784785578747e-05,0.0020645625143187237
1.6373340859340863e-50,3.5404088759943533e-48,6.970585152151666e-46,1.2520481871495135e-43,2.0554237856561112e-41,3.089251478857607e-39,4.2578775566713994e-37,5.3915393975559e-35,6.283912815211104e-33,6.755427891094022e-31,6.714577213997757e-29,6.18711158504741e-27,5.302347331713653e-25,4.2428203361911876e-23,3.1846250515253662e-21,2.259905746734524e-19,1.5205045492261112e-17,9.779786117855273e-16,6.06023356126257e-14,3.647640492031246e-12,2.1475141120296138e-10,1.2409950871336292e-08,7.05694420738255e-07,3.9324740106931285e-05,0.0021300186317484383
1.673978286553236e-50,3.6135943353595536e-48,7.10347334082148e-46,1.2740190953677458e-43,2.0885731318198083e-41,3.1345867496192715e-39,4.314705181877061e-37,5.456708217609656e-35,6.352507118784959e-33,6.82206983144393e-31,6.77466527273546e-29,6.237724960973917e-27,5.343085267533548e-25,4.2745199661586465e-23,3.208866954360036e-21,2.278171040454424e-19,1.5343206736235218e-17,9.883895482909805e-16,6.138110989405733e-14,3.7042236712136836e-12,2.1878864982836776e-10,1.2687854021421161e-08,7.236395318703534e-07,4.046013661718051e-05,0.0021958172256575552
1.7093709007201507e-50,3.684166708397567e-48,7.231422015801693e-46,1.2951495289122788e-43,2.1202513923389167e-41,3.177980656604159e-39,4.368984144379262e-37,5.518828274432771e-35,6.417792793207106e-33,6.885493336468155e-31,6.831471630446551e-29,6.2858126185181085e-27,5.381885087125633e-25,4.3048601628766055e-23,3.232261639068437e-21,2.295892018313635e-19,1.5478278960749922e-17,9.986536375129295e-16,6.215142071024126e-14,3.760637940231742e-12,2.228276781873931e-10,1.2967279146080875e-08,7.418475415518758e-07,4.160530461317238e-05,0.0022620713615795446
1.7435759197296215e-50,3.7522688890738396e-48,7.35473220557983e-46,1.3154982080677006e-43,2.1506555374647548e-41,3.219550989548435e-39,4.420875612244388e-37,5.578105593129808e-35,6.48002330113344e-33,6.945669923801657e-31,6.885474502655434e-29,6.331562913329779e-27,5.418901359978647e-25,4.333968926121369e-23,3.2548079068719404e-21,2.3131111894074387e-19,1.5610551265805043e-17,1.0087982907170013e-15,6.291106531567571e-14,3.816898189060509e-12,2.2686993961436003e-10,1.3249320883240128e-08,7.601446457896336e-07,4.2738319810365476e-05,0.0023289915779017892
1.7766538749636347e-50,3.8180377094506225e-48,7.473703360870368e-46,1.3350097721809695e-43,2.1798628606777318e-41,3.2594065717518827e-39,4.470529456194533e-37,5.634735686079397e-35,6.539449465206565e-33,7.002781099621878e-31,6.936870968457092e-29,6.375148810304912e-27,5.454280414437705e-25,4.361977292411309e-23,3.2764133213395898e-21,2.3298679723009025e-19,1.574032449563771e-17,1.018785911791117e-15,6.366568106048955e-14,3.873025562270508e-12,2.3091875548911916e-10,1.3530825700333994e-08,7.785396597522757e-07,4.387835825749304e-05,0.0023948976372736566
1.8086623436856783e-50,3.8816064201273024e-48,7.588643118286557e-46,1.3538013512168863e-43,2.2079411102167593e-41,3.297648415151701e-39,4.518086541188909e-37,5.68890795712902e-35,6.59598879619025e-33,7.057212988419374e-31,6.985841781749442e-29,6.416731211327305e-27,5.488165188223728e-25,4.388924364464912e-23,3.297323588011425e-21,2.3461998641009443e-19,1.5867934368872947e-17,1.0285931858199521e-15,6.441566782449425e-14,3.929051130359308e-12,2.3498068090463504e-10,1.3808159581606057e-08,7.970791134195008e-07,4.5024370695680763e-05,0.002461221783129226
1.8396566283532894e-50,3.9431078449013265e-48,7.699202696812559e-46,1.3719117458975596e-43,2.2349531874133207e-41,3.3343709328986004e-39,4.563681222003807e-37,5.740810539980575e-35,6.649844532023609e-33,7.1091404546428184e-31,7.032553892843585e-29,6.456462719512219e-27,5.520700808659694e-25,4.414612819434568e-23,3.3175882390938432e-21,2.3621440314616787e-19,1.5993780169102488e-17,1.0382976462921226e-15,6.516147149624358e-14,3.985023631749827e-12,2.390674728665551e-10,1.408720876069507e-08,8.157602379961481e-07,4.6177565262091897e-05,0.0025278991859606754
1.8696906392608602e-50,4.002678339897757e-48,7.805982308287868e-46,1.3893770444247756e-43,2.2609577418093713e-41,3.369663240569283e-39,4.607444083795947e-37,5.790373063661584e-35,6.701323511718644e-33,7.158724816044799e-31,7.077163217485367e-29,6.494491938319692e-27,5.5520331647064885e-25,4.439389434443664e-23,3.3372532868132878e-21,2.377739386790901e-19,1.6116407443081134e-17,1.0479064381612303e-15,6.590362547779495e-14,4.0410216617543e-12,2.4316257111115853e-10,1.4367674544304423e-08,8.34177544272541e-07,4.734356857000118e-05,0.0025951637402204138
1.898818018831894e-50,4.060218583534143e-48,7.909189536041442e-46,1.4062308941674794e-43,2.286009797396447e-41,3.403610573422178e-39,4.649504946849562e-37,5.83773170938154e-35,6.75056978227437e-33,7.206115791551983e-31,7.119817742575012e-29,6.530968372832658e-27,5.581745659359419e-25,4.463315800371358e-23,3.3563621920772813e-21,2.39302919759682e-19,1.6236955019081272e-17,1.057426935150299e-15,6.664282765523646e-14,4.097170576021357e-12,2.4718345162961863e-10,1.4649624619641164e-08,8.527076410677023e-07,4.850005245911245e-05,0.0026631740475776106
1.9270935533936108e-50,4.1158796771160486e-48,8.009002023126841e-46,1.4225047810025282e-43,2.310161424750241e-41,3.436295840999329e-39,4.689846288578772e-37,5.883139092789044e-35,6.797716897664238e-33,7.2514536248263265e-31,7.160661042104284e-29,6.566047952130914e-27,5.610333779744581e-25,4.486449150173691e-23,3.374957198136666e-21,2.4080642531995434e-19,1.635584497453041e-17,1.0668671319801381e-15,6.738005571447456e-14,4.153426083633243e-12,2.5122182857038237e-10,1.4933738126164402e-08,8.713308753813846e-07,4.965407783521339e-05,0.002729477949032398
